county_desc,light_desc,collision_type_desc,weather_desc,harm_event_desc1,harm_event_desc2,rd_cond_desc,report_type
Queen Anne's,Unknown,Other,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Anne Arundel,Daylight,Other,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Anne Arundel,Daylight,Head On Left Turn,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Daylight,Same Movement Angle,Clear,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Talbot,Daylight,Same Direction Sideswipe,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Single Vehicle,Foggy,Other Vehicle,Fixed Object,Not Applicable,Property Damage Crash
Anne Arundel,Daylight,Not Applicable,Not Applicable,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Head On Left Turn,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Prince George's,Daylight,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Dark Lights On,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Harford,Dark Lights On,Other,Raining,Other Vehicle,Parked Vehicle,No Defects,Property Damage Crash
Wicomico,Daylight,Single Vehicle,Raining,Other Vehicle,Off Road,No Defects,Property Damage Crash
Baltimore,Daylight,Head On Left Turn,Raining,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Carroll,Daylight,Single Vehicle,Clear,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Baltimore,Not Applicable,Unknown,Unknown,Other Vehicle,Unknown,No Defects,Property Damage Crash
Baltimore City,Not Applicable,Not Applicable,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Worcester,Dark Lights On,Other,Not Applicable,Other Vehicle,Not Applicable,Not Applicable,Property Damage Crash
Prince George's,Daylight,Same Direction Left Turn,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Charles,Dark Lights On,Head On Left Turn,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Cecil,Dark No Lights,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Anne Arundel,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Prince George's,Daylight,Other,Raining,Other Vehicle,Parked Vehicle,No Defects,Property Damage Crash
Prince George's,Daylight,Single Vehicle,Raining,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Anne Arundel,Not Applicable,Head On Left Turn,Raining,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Baltimore City,Daylight,Other,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Other,Unknown,Raining,Other Vehicle,Parked Vehicle,No Defects,Property Damage Crash
Baltimore City,Not Applicable,Other,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Montgomery,Unknown,Other,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Daylight,Single Vehicle,Raining,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Prince George's,Daylight,Single Vehicle,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Howard,Daylight,Other,Not Applicable,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Montgomery,Daylight,Same Direction Rear End Right Turn,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Carroll,Dark Lights On,Single Vehicle,Raining,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Howard,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,Not Applicable,Injury Crash
Anne Arundel,Dark No Lights,Other,Not Applicable,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
St. Mary's,Daylight,Same Direction Sideswipe,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Frederick,Daylight,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Worcester,Dark Lights On,Same Direction Left Turn,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Montgomery,Daylight,Same Direction Rear End,Raining,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Baltimore,Daylight,Single Vehicle,Clear,Other Vehicle,Not Applicable,Not Applicable,Property Damage Crash
Anne Arundel,Dark Lights On,Other,Clear,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Anne Arundel,Daylight,Same Direction Sideswipe,Raining,Other Vehicle,Fixed Object,No Defects,Injury Crash
Baltimore City,Daylight,Same Direction Rear End,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Same Direction Sideswipe,Clear,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Anne Arundel,Not Applicable,Not Applicable,Raining,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Baltimore City,Daylight,Unknown,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Other,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Daylight,Other,Raining,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Baltimore City,Daylight,Same Direction Rear End,Raining,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Montgomery,Dark Lights On,Same Direction Sideswipe,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Daylight,Unknown,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Prince George's,Daylight,Angle Meets Left Turn,Not Applicable,Other Vehicle,Fixed Object,No Defects,Injury Crash
Baltimore,Dark Lights On,Same Movement Angle,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Prince George's,Daylight,Single Vehicle,Raining,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Baltimore City,Daylight,Not Applicable,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Prince George's,Dusk,Other,Raining,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Baltimore City,Dark Lights On,Single Vehicle,Raining,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Baltimore,Daylight,Other,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Unknown,Unknown,Not Applicable,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Montgomery,Daylight,Same Movement Angle,Raining,Other Vehicle,Fixed Object,No Defects,Injury Crash
Montgomery,Daylight,Unknown,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Dark Lights On,Other,Not Applicable,Other Vehicle,Parked Vehicle,Not Applicable,Property Damage Crash
Baltimore City,Dark Lights On,Same Movement Angle,Raining,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Anne Arundel,Daylight,Head On Left Turn,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Dark Lights On,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Single Vehicle,Raining,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Baltimore City,Unknown,Same Direction Sideswipe,Unknown,Other Vehicle,Parked Vehicle,No Defects,Property Damage Crash
Washington,Dark No Lights,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Montgomery,Daylight,Other,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Queen Anne's,Daylight,Same Direction Rear End,Raining,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Baltimore City,Daylight,Same Direction Sideswipe,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Dorchester,Daylight,Single Vehicle,Raining,Other Vehicle,Not Applicable,Other,Property Damage Crash
Baltimore City,Daylight,Same Movement Angle,Raining,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Prince George's,Daylight,Not Applicable,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Montgomery,Daylight,Single Vehicle,Raining,Other Vehicle,Jackknife,No Defects,Property Damage Crash
Baltimore,Daylight,Same Direction Rear End,Cloudy,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Anne Arundel,Daylight,Same Direction Right Turn,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Daylight,Same Direction Both Left Turn,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Charles,Dark Lights On,Other,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Baltimore,Unknown,Other,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Daylight,Same Movement Angle,Clear,Other Vehicle,Not Applicable,No Defects,Injury Crash
Baltimore,Daylight,Same Movement Angle,Not Applicable,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Baltimore,Daylight,Same Direction Sideswipe,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Prince George's,Unknown,Same Direction Left Turn,Raining,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Baltimore City,Dark Lights On,Same Direction Right Turn,Raining,Other Vehicle,Other Vehicle,No Defects,Injury Crash
Baltimore,Unknown,Unknown,Unknown,Other Vehicle,Not Applicable,Not Applicable,Property Damage Crash
Prince George's,Daylight,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Prince George's,Daylight,Other,Raining,Other Vehicle,Other Vehicle,No Defects,Injury Crash
Baltimore City,Unknown,Other,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Unknown,Unknown,Unknown,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Allegany,Daylight,Single Vehicle,Raining,Other Vehicle,Not Applicable,Other,Property Damage Crash
Baltimore,Dark - Unknown Lighting,Unknown,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Washington,Daylight,Other,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Baltimore City,Unknown,Unknown,Unknown,Other Vehicle,Parked Vehicle,No Defects,Property Damage Crash
Cecil,Dark No Lights,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Anne Arundel,Unknown,Other,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Dark Lights On,Single Vehicle,Raining,Other Vehicle,Other Object,No Defects,Property Damage Crash
Baltimore,Unknown,Other,Raining,Other Vehicle,Parked Vehicle,No Defects,Property Damage Crash
Prince George's,Dark Lights On,Other,Raining,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Allegany,Dark Lights On,Single Vehicle,Raining,Other Vehicle,Off Road,No Defects,Property Damage Crash
Baltimore,Daylight,Other,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Daylight,Same Movement Angle,Raining,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Washington,Dark Lights On,Single Vehicle,Raining,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Prince George's,Daylight,Single Vehicle,Raining,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Charles,Daylight,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Anne Arundel,Daylight,Same Movement Angle,Clear,Other Vehicle,Not Applicable,No Defects,Injury Crash
Anne Arundel,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Anne Arundel,Dark No Lights,Single Vehicle,Raining,Other Vehicle,Overturn,No Defects,Property Damage Crash
Baltimore,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Daylight,Unknown,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Dark No Lights,Unknown,Raining,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Baltimore,Dark Lights On,Same Movement Angle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Other,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Daylight,Same Direction Both Left Turn,Raining,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Baltimore City,Daylight,Head On,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Prince George's,Dark Lights On,Other,Clear,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Baltimore,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Prince George's,Daylight,Unknown,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Wicomico,Dark Lights On,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Baltimore,Daylight,Other,Raining,Other Vehicle,Parked Vehicle,No Defects,Property Damage Crash
Baltimore,Daylight,Same Movement Angle,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Baltimore,Daylight,Same Direction Rear End,Not Applicable,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Calvert,Dark Lights On,Other,Raining,Other Vehicle,Parked Vehicle,No Defects,Property Damage Crash
Baltimore,Daylight,Other,Foggy,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Dark Lights On,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Opposite Direction Sideswipe,Not Applicable,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Worcester,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Anne Arundel,Daylight,Head On Left Turn,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Montgomery,Daylight,Same Movement Angle,Raining,Other Vehicle,Not Applicable,Not Applicable,Property Damage Crash
Anne Arundel,Daylight,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Cecil,Dawn,Single Vehicle,Clear,Other Vehicle,Other,No Defects,Property Damage Crash
Somerset,Daylight,Other,Raining,Other Vehicle,Parked Vehicle,No Defects,Property Damage Crash
Baltimore,Daylight,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Howard,Daylight,Same Movement Angle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Prince George's,Daylight,Other,Raining,Other Vehicle,Parked Vehicle,No Defects,Property Damage Crash
Worcester,Daylight,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Dark Lights On,Same Movement Angle,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Washington,Dusk,Other,Clear,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Cecil,Daylight,Single Vehicle,Not Applicable,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Dark - Unknown Lighting,Other,Clear,Other Vehicle,Fixed Object,Not Applicable,Property Damage Crash
Baltimore,Daylight,Head On,Raining,Other Vehicle,Parked Vehicle,No Defects,Property Damage Crash
Baltimore,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Wicomico,Dark Lights On,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Carroll,Daylight,Other,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Anne Arundel,Daylight,Other,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Baltimore City,Daylight,Other,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Not Applicable,Other,Not Applicable,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Baltimore City,Daylight,Other,Cloudy,Other Vehicle,Parked Vehicle,No Defects,Property Damage Crash
Anne Arundel,Daylight,Other,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Cecil,Daylight,Not Applicable,Not Applicable,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Unknown,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Calvert,Daylight,Single Vehicle,Clear,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Baltimore,Daylight,Same Movement Angle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Washington,Daylight,Same Movement Angle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Montgomery,Dark Lights On,Same Movement Angle,Clear,Other Vehicle,Not Applicable,No Defects,Injury Crash
St. Mary's,Daylight,Head On Left Turn,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Prince George's,Dark Lights On,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Montgomery,Daylight,Other,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Daylight,Other,Raining,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Baltimore City,Dark Lights On,Same Direction Sideswipe,Clear,Other Vehicle,Not Applicable,No Defects,Injury Crash
Prince George's,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Daylight,Same Movement Angle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Talbot,Daylight,Single Vehicle,Raining,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Montgomery,Daylight,Other,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Anne Arundel,Daylight,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Dark Lights On,Same Movement Angle,Not Applicable,Other Vehicle,Other Vehicle,No Defects,Injury Crash
Baltimore,Daylight,Other,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Dawn,Single Vehicle,Cloudy,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Other,Raining,Other Vehicle,Parked Vehicle,No Defects,Property Damage Crash
Baltimore,Daylight,Head On,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Dark Lights On,Unknown,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Carroll,Dark Lights On,Single Vehicle,Raining,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Harford,Dark No Lights,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Montgomery,Daylight,Angle Meets Right Turn,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Montgomery,Daylight,Same Movement Angle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Montgomery,Daylight,Same Direction Rear End,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Howard,Dark Lights On,Same Direction Right Turn,Clear,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Carroll,Daylight,Head On Left Turn,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Howard,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Dark Lights On,Same Direction Sideswipe,Clear,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Washington,Daylight,Same Direction Rear End,Cloudy,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Queen Anne's,Dark Lights On,Single Vehicle,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Anne Arundel,Dark No Lights,Single Vehicle,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Head On Left Turn,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Prince George's,Dark Lights On,Other,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Baltimore,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Anne Arundel,Dark No Lights,Single Vehicle,Raining,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Carroll,Daylight,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Dark No Lights,Same Direction Rear End,Not Applicable,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Anne Arundel,Daylight,Head On Left Turn,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Same Movement Angle,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Calvert,Dark Lights On,Head On Left Turn,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Dark Lights On,Other,Not Applicable,Other Vehicle,Parked Vehicle,No Defects,Property Damage Crash
Baltimore,Dark Lights On,Single Vehicle,Raining,Other Vehicle,Not Applicable,Not Applicable,Property Damage Crash
Montgomery,Daylight,Other,Raining,Other Vehicle,Parked Vehicle,No Defects,Property Damage Crash
Prince George's,Daylight,Same Direction Rear End,Raining,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Harford,Daylight,Single Vehicle,Raining,Other Vehicle,Overturn,No Defects,Property Damage Crash
Montgomery,Daylight,Same Direction Rear End,Clear,Other Vehicle,Not Applicable,No Defects,Injury Crash
Prince George's,Dark Lights On,Same Direction Sideswipe,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Prince George's,Daylight,Same Direction Sideswipe,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Wicomico,Dark Lights On,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Howard,Daylight,Single Vehicle,Clear,Other Vehicle,Not Applicable,No Defects,Injury Crash
Baltimore City,Daylight,Same Movement Angle,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Howard,Dark No Lights,Same Direction Sideswipe,Clear,Other Vehicle,Off Road,No Defects,Property Damage Crash
Baltimore City,Daylight,Single Vehicle,Not Applicable,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Dark Lights On,Same Movement Angle,Raining,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Prince George's,Daylight,Same Direction Rear End,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Harford,Dark No Lights,Single Vehicle,Cloudy,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Allegany,Dark Lights On,Single Vehicle,Wintry Mix,Other Vehicle,Animal,No Defects,Injury Crash
Baltimore,Daylight,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Harford,Daylight,Head On,Clear,Other Vehicle,Other Vehicle,No Defects,Injury Crash
St. Mary's,Daylight,Same Movement Angle,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Anne Arundel,Daylight,Same Direction Rear End,Clear,Other Vehicle,Other Vehicle,No Defects,Injury Crash
Carroll,Daylight,Same Movement Angle,Clear,Other Vehicle,Overturn,No Defects,Injury Crash
Baltimore City,Dusk,Same Direction Rear End,Clear,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Prince George's,Daylight,Same Direction Left Turn,Clear,Other Vehicle,Not Applicable,No Defects,Injury Crash
Anne Arundel,Daylight,Single Vehicle,Raining,Other Vehicle,Fixed Object,No Defects,Injury Crash
Frederick,Daylight,Same Direction Left Turn,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Dark Lights On,Single Vehicle,Raining,Other Vehicle,Overturn,Shoulder Defect,Property Damage Crash
Baltimore,Dark Lights On,Unknown,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Anne Arundel,Dark No Lights,Head On,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Daylight,Head On Left Turn,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Dark Lights On,Other,Clear,Other Vehicle,Parked Vehicle,Not Applicable,Property Damage Crash
Anne Arundel,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Daylight,Unknown,Not Applicable,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Montgomery,Daylight,Other,Clear,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Baltimore,Daylight,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Carroll,Daylight,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Other,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Not Applicable,Head On,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Anne Arundel,Dark Lights On,Single Vehicle,Cloudy,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Washington,Dark Lights On,Same Direction Sideswipe,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Dark Lights On,Other,Clear,Other Vehicle,Fixed Object,No Defects,Injury Crash
Prince George's,Other,Single Vehicle,Raining,Other Vehicle,Not Applicable,Not Applicable,Property Damage Crash
Frederick,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Other,Raining,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Montgomery,Daylight,Same Direction Rear End,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Anne Arundel,Dark - Unknown Lighting,Unknown,Clear,Other Vehicle,Parked Vehicle,No Defects,Property Damage Crash
Baltimore City,Dark Lights On,Same Movement Angle,Cloudy,Other Vehicle,Fixed Object,No Defects,Property Damage Crash
Prince George's,Daylight,Same Movement Angle,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Howard,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Prince George's,Dusk,Same Direction Rear End Left Turn,Not Applicable,Other Vehicle,Not Applicable,No Defects,Injury Crash
Prince George's,Daylight,Same Direction Rear End,Clear,Other Vehicle,Not Applicable,No Defects,Injury Crash
Frederick,Dark No Lights,Single Vehicle,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Wicomico,Daylight,Same Movement Angle,Cloudy,Other Vehicle,Not Applicable,No Defects,Injury Crash
Baltimore,Dark Lights On,Other,Not Applicable,Other Vehicle,Not Applicable,Not Applicable,Property Damage Crash
Montgomery,Dark Lights On,Same Direction Rear End,Raining,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Prince George's,Daylight,Same Direction Right Turn,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Carroll,Daylight,Single Vehicle,Raining,Other Vehicle,Overturn,No Defects,Property Damage Crash
Montgomery,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Howard,Daylight,Same Direction Rear End,Clear,Other Vehicle,Not Applicable,Not Applicable,Property Damage Crash
Baltimore City,Daylight,Same Movement Angle,Raining,Other Vehicle,Not Applicable,No Defects,Injury Crash
Worcester,Dark Lights On,Same Movement Angle,Cloudy,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Carroll,Dark No Lights,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Same Direction Rear End,Clear,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore City,Daylight,Same Movement Angle,Cloudy,Other Vehicle,Other Vehicle,No Defects,Property Damage Crash
Carroll,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
Baltimore,Daylight,Same Direction Rear End,Raining,Other Vehicle,Not Applicable,No Defects,Property Damage Crash
